protein_id,taxa_id,clade,description,domain_id,start,stop,length,genus,species
J9KA78,7029,E,disorder_prediction,mobidb-lite,243,288,862,Acyrthosiphon,pisum
J9KCZ1,7029,E,Uncharacterized protein OS=Acyrthosiphon pisum PE=4 SV=2,CoiledCoil,172,200,879,Acyrthosiphon,pisum
J9LIK5,7029,E,HTH CenpB-type DNA-binding domain,PF03221,76,137,168,Acyrthosiphon,pisum
J9M5X1,7029,E,Reverse transcriptase domain,PF00078,6,121,171,Acyrthosiphon,pisum
J9M627,7029,E,disorder_prediction,mobidb-lite,818,863,8139,Acyrthosiphon,pisum
J9M8K2,7029,E,Transposase protein,PF12017,55,171,480,Acyrthosiphon,pisum
J9PH07,201758,E,NADH:ubiquinone oxidoreductase subunit 1/F420H2 oxidoreductase subunit H,PF00146,13,303,324,Anthonomus,pomorum
J9PT89,545777,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,75,286,336,Crassostrea,sp. DB1
J9QH37,1090907,E,Cytochrome c oxidase subunit I,PF00115,1,212,256,Hydroporus,hebaueri
J9UEN7,165450,E,EF-hand domain,PF13499,86,145,155,Hyriopsis,cumingii
J9UIM8,149650,E,Maturase MatK N-terminal domain,PF01824,1,307,481,Dussia,lehmannii
J9WS37,8822,E,Nerve growth factor-related,PF00243,135,216,216,Apteryx,australis
J9ZUP8,207887,E,Domain X,PF01348,358,479,503,Liabum,bourgeaui
J9ZW90,89462,E,Interferon alpha/beta/delta,PF00143,27,185,195,Bubalus,bubalis
K0E2Y0,28377,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,23,287,345,Anolis,carolinensis
K0QY94,159749,E,Phospholipid methyltransferase,PF04191,214,295,706,Thalassiosira,oceanica
K0RCM3,159749,E,FG-GAP repeat,PF14312,516,564,593,Thalassiosira,oceanica
K0RXK8,159749,E,disorder_prediction,mobidb-lite,1,30,165,Thalassiosira,oceanica
K0RZC6,159749,E,Sel1-like repeat,PF08238,2,22,142,Thalassiosira,oceanica
K0S4Z5,159749,E,disorder_prediction,mobidb-lite,38,64,2018,Thalassiosira,oceanica
K0SP47,159749,E,Pentatricopeptide repeat,PF12854,249,278,859,Thalassiosira,oceanica
K0T0L7,159749,E,Sel1-like repeat,PF08238,172,207,452,Thalassiosira,oceanica
K0T2Z9,159749,E,Sel1-like repeat,PF08238,186,219,299,Thalassiosira,oceanica
K0TJD8,159749,E,disorder_prediction,mobidb-lite,215,276,333,Thalassiosira,oceanica
K1PP66,29159,E,disorder_prediction,mobidb-lite,126,146,711,Crassostrea,gigas
K1PQ68,29159,E,Tetraspanin/Peripherin,PF00335,103,237,247,Crassostrea,gigas
K1PQJ1,29159,E,HAUS augmin-like complex subunit 3 N-terminal,PF14932,28,90,582,Crassostrea,gigas
K1PSY8,29159,E,Sushi/SCR/CCP domain,PF00084,170,210,416,Crassostrea,gigas
K1PWY7,29159,E,Laminin G domain,PF02210,1,95,119,Crassostrea,gigas
K1Q3S2,29159,E,Small GTPase superfamily,PF00071,8,168,621,Crassostrea,gigas
K1Q892,29159,E,Fibrinogen alpha/beta/gamma chain C-terminal globular domain,PF00147,302,347,362,Crassostrea,gigas
K1Q9R8,29159,E,disorder_prediction,mobidb-lite,479,503,730,Crassostrea,gigas
K1QJL0,29159,E,Caspase recruitment domain,PF16739,28,113,1018,Crassostrea,gigas
K1QL05,29159,E,CUB domain,PF00431,283,396,582,Crassostrea,gigas
K1QNV6,29159,E,Tropomyosin OS=Crassostrea gigas GN=CGI_10013164 PE=3 SV=1,CoiledCoil,9,30,339,Crassostrea,gigas
K1QX19,29159,E,Acyl-ACP thioesterase,PF01643,288,426,467,Crassostrea,gigas
K1R9Z0,29159,E,Kelch repeat type 1,PF01344,446,489,563,Crassostrea,gigas
K1RAN6,29159,E,disorder_prediction,mobidb-lite,1089,1171,2123,Crassostrea,gigas
K1RD74,29159,E,Tetratricopeptide repeat protein 28 OS=Crassostrea gigas GN=CGI_10025068 PE=4 SV=1,CoiledCoil,2428,2449,2871,Crassostrea,gigas
K1REI6,29159,E,Arrestin C-terminal-like domain,PF02752,181,286,287,Crassostrea,gigas
K1RMU7,29159,E,Ankyrin repeat-containing domain,PF12796,74,168,752,Crassostrea,gigas
K1RQE4,29159,E,Bromodomain,PF00439,186,232,647,Crassostrea,gigas
K1RTN3,29159,E,Glycoside hydrolase family 79,PF03662,71,278,445,Crassostrea,gigas
K1RVK9,29159,E,Fibronectin type III,PF00041,1624,1705,3010,Crassostrea,gigas
K3XE05,4555,E,disorder_prediction,mobidb-lite,176,203,1107,Setaria,italica
K3XLX7,4555,E,Homeobox domain,PF00046,12,72,212,Setaria,italica
K3XXZ1,4555,E,Pectinesterase catalytic,PF01095,60,338,347,Setaria,italica
K3XY62,4555,E,RNA recognition motif domain,PF00076,21,76,330,Setaria,italica
K3XYY9,4555,E,NmrA-like domain,PF05368,5,242,252,Setaria,italica
K3Y1K6,4555,E,Cytochrome P450,PF00067,43,501,522,Setaria,italica
K3YCF8,4555,E,disorder_prediction,mobidb-lite,13,115,682,Setaria,italica
K3YJ27,4555,E,RNA recognition motif domain,PF00076,77,143,274,Setaria,italica
K3YQF2,4555,E,disorder_prediction,mobidb-lite,406,451,705,Setaria,italica
K3Z4M2,4555,E,Glycoside hydrolase family 3 N-terminal,PF00933,29,361,616,Setaria,italica
K3ZJI7,4555,E,Helicase C-terminal,PF00271,89,192,277,Setaria,italica
K3ZQ49,4555,E,disorder_prediction,mobidb-lite,1151,1203,1203,Setaria,italica
K3ZRH6,4555,E,disorder_prediction,mobidb-lite,346,365,627,Setaria,italica
K4A0R5,4555,E,Myb/SANT-like domain,PF12776,176,270,396,Setaria,italica
K4A3D9,4555,E,disorder_prediction,mobidb-lite,672,724,892,Setaria,italica
K4A515,4555,E,Cation-transporting P-type ATPase N-terminal,PF00690,141,208,1172,Setaria,italica
K4A520,4555,E,disorder_prediction,mobidb-lite,1,37,1157,Setaria,italica
K4APM0,4555,E,Pentatricopeptide repeat,PF13041,139,188,272,Setaria,italica
K4AVP6,4081,E,Syntaxin N-terminal domain,PF00804,6,187,253,Solanum,lycopersicum
K4AZ19,4081,E,CCR4-NOT transcription complex subunit 1 HEAT repeat,PF16418,475,590,2411,Solanum,lycopersicum
K4B064,4081,E,Pre-rRNA-processing protein TSR2,PF10273,1,64,170,Solanum,lycopersicum
K4B5S9,4081,E,disorder_prediction,mobidb-lite,738,761,761,Solanum,lycopersicum
K4B7T2,4081,E,Pentatricopeptide repeat,PF13041,619,666,853,Solanum,lycopersicum
K4BBD7,4081,E,Wall-associated receptor kinase C-terminal,PF14380,162,236,280,Solanum,lycopersicum
K4BG52,4081,E,Thiamine pyrophosphate enzyme central domain,PF00205,279,411,659,Solanum,lycopersicum
K4BL70,4081,E,Formin-like protein OS=Solanum lycopersicum PE=3 SV=1,CoiledCoil,484,505,520,Solanum,lycopersicum
K4BRE9,4081,E,Uncharacterized protein OS=Solanum lycopersicum PE=3 SV=1,CoiledCoil,793,814,1269,Solanum,lycopersicum
K4BU47,4081,E,Phosphoglucose isomerase (PGI),PF00342,478,538,617,Solanum,lycopersicum
K4BUR9,4081,E,WD40 repeat,PF00400,292,331,592,Solanum,lycopersicum
K4C662,4081,E,disorder_prediction,mobidb-lite,37,58,1138,Solanum,lycopersicum
K4C7K1,4081,E,DM13 domain,PF10517,47,144,901,Solanum,lycopersicum
K4CGW5,4081,E,Pentatricopeptide repeat,PF01535,523,549,617,Solanum,lycopersicum
K4CJS9,4081,E,Pentatricopeptide repeat,PF13041,75,124,585,Solanum,lycopersicum
K4CTL7,4081,E,Nuclear transport factor 2,PF02136,13,129,474,Solanum,lycopersicum
K4DCL5,4081,E,Malectin,PF11721,169,311,1162,Solanum,lycopersicum
K4EJN6,8038,E,Interferon regulatory factor-3,PF10401,5,150,171,Salvelinus,fontinalis
K4FBI9,216820,E,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,PF02788,16,136,452,Cyclophora,tenuis
K4GLP2,7868,E,Ribosomal protein S2,PF00318,19,111,324,Callorhinchus,milii
K4HBV6,1227503,E,Ubiquitin-conjugating enzyme E2,PF00179,2,58,100,Cyrtodactylus,sp. JJF-2012
K4HH23,8547,E,Immunoglobulin I-set,PF07679,4,46,227,Xantusia,vigilis
K4K5C6,58228,E,Photosystem II PsbL,PF02419,3,38,38,Garcinia,mangostana
K4KHQ3,1241917,E,Photosystem II PsbM,PF05151,1,31,34,Schistostemon,retusum
K4KRN0,1241925,E,Photosystem I PsaJ reaction centre subunit IX,PF01701,1,37,44,Lacistema,robustum
K4MJU9,7221,E,Zinc finger nuclear hormone receptor-type,PF00105,54,122,433,Drosophila,funebris
K7ASA5,9598,E,Spectrin repeat,PF00435,4406,4506,5171,Pan,troglodytes
K7BL27,9598,E,RAD50 homolog OS=Pan troglodytes GN=RAD50 PE=2 SV=1,CoiledCoil,450,471,1312,Pan,troglodytes
K7BNS6,9598,E,disorder_prediction,mobidb-lite,335,372,505,Pan,troglodytes
K7C8Q5,9598,E,Oligosaccharyl transferase complex subunit OST3/OST6,PF04756,73,200,203,Pan,troglodytes
K7CSG7,9598,E,Disintegrin domain,PF00200,430,501,735,Pan,troglodytes
K7DSY7,9598,E,Anillin actin binding protein OS=Pan troglodytes GN=ANLN PE=2 SV=1,CoiledCoil,574,602,1121,Pan,troglodytes
K7E154,13616,E,Plectin repeat,PF00681,1470,1510,2937,Monodelphis,domestica
K7EAA0,9258,E,Piwi domain,PF02171,1,106,106,Ornithorhynchus,anatinus
K7EG19,9258,E,Oligosaccharyl transferase complex subunit OST3/OST6,PF04756,1,48,53,Ornithorhynchus,anatinus
K7EPB5,9606,E,RNA recognition motif domain,PF00076,41,76,92,Homo,sapiens
K7ET61,9601,E,Hyccin,PF09790,23,329,338,Pongo,abelii
K7F2L6,13735,E,Leucine-rich glioma-inactivated  EPTP repeat,PF03736,466,507,559,Pelodiscus,sinensis
K7F559,13735,E,disorder_prediction,mobidb-lite,81,180,330,Pelodiscus,sinensis
K7F7G9,13735,E,B-box-type zinc finger,PF00643,20,57,873,Pelodiscus,sinensis
K7FEZ2,13735,E,Formin GTPase-binding domain,PF06371,48,230,1168,Pelodiscus,sinensis
K7FNZ7,13735,E,disorder_prediction,mobidb-lite,628,789,789,Pelodiscus,sinensis
K7FPW4,13735,E,Actin-depolymerising factor homology domain,PF00241,26,130,163,Pelodiscus,sinensis
K7FQL0,13735,E,NUDIX hydrolase domain,PF00293,47,157,248,Pelodiscus,sinensis
K7FQT6,13735,E,PLD-like domain,PF13918,149,324,417,Pelodiscus,sinensis
K7FX36,13735,E,disorder_prediction,mobidb-lite,194,286,286,Pelodiscus,sinensis
K7FYQ8,13735,E,PDGF/VEGF domain,PF00341,101,184,245,Pelodiscus,sinensis
K7FZF2,13735,E,disorder_prediction,mobidb-lite,812,838,1014,Pelodiscus,sinensis
K7G2Y7,13735,E,disorder_prediction,mobidb-lite,55,154,1101,Pelodiscus,sinensis
K7G3N3,13735,E,EGF-like conserved site,PF12661,113,130,1130,Pelodiscus,sinensis
K7G649,13735,E,Immunoglobulin C1-set,PF07654,115,207,935,Pelodiscus,sinensis
K7G810,13735,E,EGF-like conserved site,PF12661,1161,1182,3016,Pelodiscus,sinensis
K7GA81,13735,E,Dehydrogenase E1 component,PF00676,176,411,837,Pelodiscus,sinensis
K7GDA6,13735,E,disorder_prediction,mobidb-lite,23,49,2389,Pelodiscus,sinensis
K7GRI2,9823,E,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,PF00443,39,72,76,Sus,scrofa
K7H7K7,281687,E,Sushi/SCR/CCP domain,PF00084,259,315,1757,Caenorhabditis,japonica
K7HEF3,281687,E,High mobility group box domain,PF00505,93,143,511,Caenorhabditis,japonica
K7HKL6,281687,E,Cleft lip and palate transmembrane 1,PF05602,2,191,191,Caenorhabditis,japonica
K7HZU0,281687,E,SNF2-related N-terminal domain,PF00176,1,195,196,Caenorhabditis,japonica
K7INM6,7425,E,disorder_prediction,mobidb-lite,781,800,2101,Nasonia,vitripennis
K7IZF7,7425,E,Taxilin family,PF09728,50,357,611,Nasonia,vitripennis
K7J2U5,7425,E,disorder_prediction,mobidb-lite,339,377,1516,Nasonia,vitripennis
K7J4F4,7425,E,Uncharacterized protein OS=Nasonia vitripennis PE=4 SV=1,LowComplexity,317,331,489,Nasonia,vitripennis
K7J703,7425,E,Zinc finger C5HC2-type,PF02928,1766,1820,1842,Nasonia,vitripennis
K7JUG6,7425,E,OST-HTH/LOTUS domain,PF12872,233,290,588,Nasonia,vitripennis
K7JZU1,7425,E,Olfactory receptor insect,PF02949,91,264,271,Nasonia,vitripennis
K7K183,3847,E,Glycerol-3-phosphate O-acyltransferase alpha helical bundle N-terminal,PF14829,94,169,458,Glycine,max
K7KBK3,3847,E,WRKY domain,PF03106,311,368,491,Glycine,max
K7KC16,3847,E,SKP1 component POZ domain,PF03931,6,68,369,Glycine,max
K7KD18,3847,E,Serine-threonine/tyrosine-protein kinase catalytic domain,PF07714,495,773,819,Glycine,max
K7KDU6,3847,E,P-type ATPase A  domain,PF00122,251,393,730,Glycine,max
K7KHE0,3847,E,RPA-interacting protein central domain,PF14767,69,146,246,Glycine,max
K7KQ94,3847,E,Signal transduction response regulator receiver domain,PF00072,1,57,512,Glycine,max
K7KUK4,3847,E,disorder_prediction,mobidb-lite,1500,1522,2040,Glycine,max
K7KUT8,3847,E,Tetratricopeptide-like helical domain,PF13374,400,434,474,Glycine,max
K7KWG9,3847,E,MULE transposase domain,PF10551,246,334,575,Glycine,max
K7LAY4,3847,E,RNA recognition motif domain,PF00076,20,55,279,Glycine,max
K7LET2,3847,E,tRNA(Ile)-lysidine/2-thiocytidine synthase N-terminal,PF01171,1,195,607,Glycine,max
K7LVZ6,3847,E,PAN/Apple domain,PF08276,331,388,811,Glycine,max
K7LYR5,3847,E,Xanthine/uracil/vitamin C permease,PF00860,65,288,378,Glycine,max
K7M3T0,3847,E,disorder_prediction,mobidb-lite,786,819,989,Glycine,max
K7M4X5,3847,E,Serine-threonine/tyrosine-protein kinase catalytic domain,PF07714,56,323,353,Glycine,max
K7MW33,3847,E,Pentatricopeptide repeat,PF01535,90,116,471,Glycine,max
K7N3V8,3847,E,Legume lectin domain,PF00139,142,195,528,Glycine,max
K7NB52,1197225,E,Cytochrome c oxidase subunit I,PF00115,2,219,219,Caryocolum,petrophila
K7NU38,223369,E,Cytochrome c oxidase subunit I,PF00115,1,221,221,Astyanax,fasciatus
K7NUX2,329759,E,Ribulose bisphosphate carboxylase large subunit C-terminal,PF00016,145,184,184,Solanum,aculeastrum
K7NVC3,421465,E,Cytochrome c oxidase subunit I,PF00115,1,200,200,Metacnephia,lyra
K7T4A7,1251695,E,Cytochrome c oxidase subunit I,PF00115,2,219,219,Trombidiformes,sp. BOLD:ABV1852
K7TX32,4577,E,UDP-glucuronosyl/UDP-glucosyltransferase,PF00201,283,406,480,Zea,mays
K7UTH3,4577,E,GBF-interacting protein 1,PF06972,15,73,856,Zea,mays
K7V9M9,4577,E,Putative transmembrane protein kinase family protein OS=Zea mays GN=ZEAMMB73_Zm00001d011912 PE=3 SV=1,LowComplexity,12,28,391,Zea,mays
K7WNS4,1240288,E,Cytochrome c oxidase subunit I,PF00115,1,113,113,Orthocentrus,sp. 44 NW-2012
K7WQB4,1260094,E,Cytochrome b/b6 N-terminal,PF00033,19,204,270,Phymaturus,sp. 8 MM-2012
K7WT53,76254,E,Cytochrome c oxidase subunit I,PF00115,2,219,219,Mycalesis,gotama
K7X0R1,4565,E,disorder_prediction,mobidb-lite,28,120,289,Triticum,aestivum
K7ZWN3,83678,E,GPCR fungal pheromone mating factor STE2,PF02116,38,315,563,Neurospora,pannonica
K8E8T8,41875,E,Gelsolin-like domain,PF00626,683,769,816,Bathycoccus,prasinos
K8E9Y3,41875,E,disorder_prediction,mobidb-lite,1,36,687,Bathycoccus,prasinos
K8EFR9,41875,E,WD40 repeat,PF00400,522,552,1283,Bathycoccus,prasinos
K8EL38,41875,E,disorder_prediction,mobidb-lite,247,275,418,Bathycoccus,prasinos
K8EMD8,41875,E,Glutaredoxin,PF00462,124,180,371,Bathycoccus,prasinos
K8ENA0,41875,E,SAP domain,PF02037,21,55,554,Bathycoccus,prasinos
K8F3H1,41875,E,FG-GAP repeat,PF14312,13370,13407,16310,Bathycoccus,prasinos
K8FEG4,41875,E,disorder_prediction,mobidb-lite,1731,1757,1757,Bathycoccus,prasinos
K9IL79,9430,E,Sulfatase N-terminal,PF00884,43,380,548,Desmodus,rotundus
K9IQN6,9430,E,disorder_prediction,mobidb-lite,2079,2204,2606,Desmodus,rotundus
K9IRK9,9430,E,LysM domain,PF01476,72,101,309,Desmodus,rotundus
K9IUC6,9430,E,disorder_prediction,mobidb-lite,107,127,923,Desmodus,rotundus
K9IW23,9430,E,disorder_prediction,mobidb-lite,2631,2650,2959,Desmodus,rotundus
K9IYF0,9430,E,Alpha-crystallin N-terminal,PF00525,5,60,168,Desmodus,rotundus
K9IYZ1,9430,E,GTP binding domain,PF01926,363,416,608,Desmodus,rotundus
K9J303,9430,E,STAT6 C-terminal,PF14596,655,846,846,Desmodus,rotundus
K9J3P7,9430,E,Serine/threonine-protein kinase OSR1/WNK CCT domain,PF12202,452,488,1223,Desmodus,rotundus
K9JFV0,57855,E,Histone H2A/H2B/H3,PF00125,2,109,109,Starksia,atlantica
K9K7Y6,709348,E,Cytochrome b/b6 N-terminal,PF00033,13,196,370,Corallus,hortulanus
K9K9I5,9796,E,Early endosome antigen 1-like protein (Fragment) OS=Equus caballus PE=2 SV=1,CoiledCoil,159,187,824,Equus,caballus
K9KCT5,9796,E,Arginine and glutamate-rich protein 1,PF15346,1,75,79,Equus,caballus
K9KFT5,9796,E,WD40 repeat,PF00400,1,39,218,Equus,caballus
K9KWH5,1076096,E,Cytochrome c oxidase subunit I,PF00115,2,197,228,Rhantus,sp. RHE9
K9LM56,27923,E,SPARC/Testican calcium-binding domain,PF10591,59,183,207,Mnemiopsis,leidyi
K9MQC6,121845,E,Cytochrome c oxidase subunit I,PF00115,3,155,156,Diaphorina,citri
K9MTZ9,119480,E,ATP synthase F0 complex subunit A,PF00119,15,223,227,Pseudoxiphophorus,bimaculatus
K9N516,1242043,E,Histone H2A/H2B/H3,PF00125,2,107,107,Cambarellus,sp. Pop25_3
K9S1T2,1263248,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,115,416,653,Zephyranthes,treatiae
L0AP42,1265864,E,Cytochrome c oxidase subunit I,PF00115,2,219,219,Carcinops,gilensis
L0BDT6,266512,E,Pro-opiomelanocortin/corticotropin ACTH central region,PF00976,57,76,160,Bolitoglossa,occidentalis
L0N737,7091,E,Cytochrome P450,PF00067,57,504,528,Bombyx,mori
L5JQ80,9402,E,C2 domain,PF00168,1880,1953,2292,Pteropus,alecto
L5JRR5,9402,E,disorder_prediction,mobidb-lite,91,110,224,Pteropus,alecto
L5JSH4,9402,E,Golgin subfamily A member 5 OS=Pteropus alecto GN=PAL_GLEAN10020782 PE=4 SV=1,CoiledCoil,348,376,720,Pteropus,alecto
L5JVA7,9402,E,Cadherin N-terminal,PF08266,32,112,692,Pteropus,alecto
L5JY97,9402,E,disorder_prediction,mobidb-lite,27,62,504,Pteropus,alecto
L5JYJ4,9402,E,Romo1/Mgr2,PF10247,14,79,79,Pteropus,alecto
L5K265,9402,E,Kelch repeat type 1,PF01344,414,458,638,Pteropus,alecto
L5K9T9,9402,E,disorder_prediction,mobidb-lite,517,542,1457,Pteropus,alecto
L5KB29,9402,E,disorder_prediction,mobidb-lite,774,818,818,Pteropus,alecto
L5KGW7,9402,E,Glucose-6-phosphate dehydrogenase C-terminal,PF02781,1,244,256,Pteropus,alecto
L5KQZ0,9402,E,disorder_prediction,mobidb-lite,321,386,1622,Pteropus,alecto
L5KR53,9402,E,Alpha carbonic anhydrase,PF00194,39,150,2165,Pteropus,alecto
L5KWV8,9402,E,Ionotropic glutamate receptor L-glutamate and glycine-binding domain,PF10613,404,517,876,Pteropus,alecto
L5KYD8,9402,E,Proteasome component (PCI) domain,PF01399,209,307,346,Pteropus,alecto
L5KZ95,9402,E,Organic anion transporter polypeptide OATP,PF03137,211,493,534,Pteropus,alecto
L5L3U1,9402,E,Homeobox domain,PF00046,159,215,256,Pteropus,alecto
L5LAA9,225400,E,disorder_prediction,mobidb-lite,823,844,1664,Myotis,davidii
L5LHY0,225400,E,disorder_prediction,mobidb-lite,332,386,386,Myotis,davidii
L5LMP4,225400,E,Ribosomal protein L32e,PF01655,17,124,781,Myotis,davidii
L5LP26,225400,E,Alpha-N-methyltransferase NTM1,PF05891,66,277,283,Myotis,davidii
L5LU93,225400,E,Methylthiotransferase N-terminal,PF00919,103,206,614,Myotis,davidii
L5LWJ8,225400,E,disorder_prediction,mobidb-lite,319,372,372,Myotis,davidii
L5M0U0,225400,E,disorder_prediction,mobidb-lite,211,234,234,Myotis,davidii
L5M1V6,225400,E,Laminin EGF domain,PF00053,1211,1259,2572,Myotis,davidii
L5M2I0,225400,E,PUB domain,PF09409,72,140,1083,Myotis,davidii
L5M568,225400,E,Polyadenylate-binding protein/Hyperplastic disc protein,PF00658,477,543,565,Myotis,davidii
L5MH90,225400,E,Serine proteases trypsin domain,PF00089,164,325,331,Myotis,davidii
L7JR44,72359,E,Protein of unknown function DUF3149,PF11346,7,35,82,Trachipleistophora,hominis
L7LR61,72859,E,Transcription factor DP C-terminal,PF08781,273,410,454,Rhipicephalus,pulchellus
L7LWV3,72859,E,Helicase C-terminal,PF00271,328,435,686,Rhipicephalus,pulchellus
L7M2M0,72859,E,WD40 repeat,PF00400,16,49,315,Rhipicephalus,pulchellus
L7M3E5,72859,E,Cytochrome c oxidase subunit IV family,PF02936,43,179,179,Rhipicephalus,pulchellus
L7M5D8,72859,E,disorder_prediction,mobidb-lite,145,187,388,Rhipicephalus,pulchellus
L7M5X0,72859,E,Peptidase M16 N-terminal,PF00675,186,300,1187,Rhipicephalus,pulchellus
L7M716,72859,E,disorder_prediction,mobidb-lite,162,192,192,Rhipicephalus,pulchellus
L7M746,72859,E,FCH domain,PF00611,1,65,751,Rhipicephalus,pulchellus
L7M8Z7,72859,E,disorder_prediction,mobidb-lite,326,358,358,Rhipicephalus,pulchellus
L7MHF5,72859,E,disorder_prediction,mobidb-lite,794,859,1091,Rhipicephalus,pulchellus
L7MLZ5,72859,E,CDP-alcohol phosphatidyltransferase,PF01066,40,113,354,Rhipicephalus,pulchellus
L7MP59,1893499,E,Cytochrome c oxidase subunit I,PF00115,1,216,216,Glyptapanteles,sp. CNCH1706
L7MQ32,1893356,E,Cytochrome c oxidase subunit I,PF00115,1,219,219,Dolichogenidea,sp. CNCH2069
L7MQT1,1269629,E,Cytochrome c oxidase subunit I,PF00115,1,219,219,Diolcogaster,sp. jft54
L7N175,59463,E,PKD domain,PF00801,463,523,2702,Myotis,lucifugus
L7N378,8364,E,disorder_prediction,mobidb-lite,575,604,1603,Xenopus,tropicalis
L7NHY9,878190,E,Cytochrome c oxidase subunit I,PF00115,1,221,273,Schoenitemnus,minutus
L7Q213,30301,E,Ribosomal protein L10e/L16,PF00252,6,159,182,Botryllus,schlosseri
L7QMJ2,1086253,E,Carbamoyl-phosphate synthase small subunit N-terminal domain,PF00988,1,98,976,Coequosa,triangularis
L7QRV0,721154,E,Pyridoxal phosphate-dependent decarboxylase,PF00282,1,108,152,Nordstromia,grisearia
L7QS90,1178046,E,Carbamoyl-phosphate synthase small subunit N-terminal domain,PF00988,1,98,975,Acleris,semipurpurana
L7R2A7,1178305,E,Enolase N-terminal,PF03952,3,107,378,Leucomele,miriamella
L7RD40,1035780,E,Brain-derived neurotrophic factor (Fragment) OS=Kaloula picta GN=BDNF PE=3 SV=1,CoiledCoil,58,79,237,Kaloula,picta
L7REC2,274527,E,Nerve growth factor-related,PF00243,128,223,223,Probreviceps,macrodactylus
L7RH67,127654,E,Brain-derived neurotrophic factor (Fragment) OS=Ptychadena anchietae GN=BDNF PE=3 SV=1,CoiledCoil,58,79,237,Ptychadena,anchietae
L7RRX8,751993,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,1,256,318,Cyrtodactylus,quadrivirgatus
L7S084,5866,E,Regulator of chromosome condensation RCC1,PF00415,58,127,196,Babesia,bigemina
L7S5N7,261709,E,Nerve growth factor-related,PF00243,120,223,223,Ramphotyphlops,pilbarensis
L7T3L1,7165,E,Fibrinogen alpha/beta/gamma chain C-terminal globular domain,PF00147,2,107,108,Anopheles,gambiae
L8AZG5,1069386,E,NADH:ubiquinone/plastoquinone oxidoreductase chain 6,PF00499,16,160,173,Notoscopelus,japonicus
L8AZQ9,125796,E,NADH-Ubiquinone oxidoreductase (complex I) chain 5 N-terminal,PF00662,69,124,612,Benthosema,glaciale
L8BSB3,992583,E,Cytochrome c oxidase subunit I,PF00115,2,219,219,Hydraena,exarata
L8HPK5,72004,E,Histone H2A/H2B/H3,PF00125,47,113,117,Bos,mutus
L8HQ11,72004,E,Laminin subunit beta-2 OS=Bos mutus GN=M91_16965 PE=4 SV=1,CoiledCoil,1584,1622,1802,Bos,mutus
L8HR90,72004,E,6-phosphofructo-2-kinase,PF01591,36,250,470,Bos,mutus
L8HT60,72004,E,Globin,PF00042,23,127,162,Bos,mutus
L8HUX5,72004,E,disorder_prediction,mobidb-lite,172,247,899,Bos,mutus
L8HWH5,72004,E,FAD dependent oxidoreductase,PF01266,71,437,724,Bos,mutus
L8HX11,72004,E,Calponin homology domain,PF00307,250,354,357,Bos,mutus
L8HXY5,72004,E,Linker histone H1/H5 domain H15,PF00538,41,111,226,Bos,mutus
L8I1A1,72004,E,Leucine rich repeat 5,PF13306,16,89,655,Bos,mutus
L8I2X6,72004,E,Connexin N-terminal,PF00029,2,254,396,Bos,mutus
L8I8R9,72004,E,Serine-threonine/tyrosine-protein kinase catalytic domain,PF07714,402,650,659,Bos,mutus
L8I9L8,72004,E,WD40 repeat,PF00400,187,217,315,Bos,mutus
L8IDT6,72004,E,disorder_prediction,mobidb-lite,538,577,652,Bos,mutus
L8INJ3,72004,E,Proteasome endopeptidase complex (Fragment) OS=Bos mutus GN=M91_18950 PE=3 SV=1,CoiledCoil,193,214,216,Bos,mutus
L8INL8,72004,E,disorder_prediction,mobidb-lite,1,21,1092,Bos,mutus
L8INX0,72004,E,disorder_prediction,mobidb-lite,1,109,174,Bos,mutus
L8IQ73,72004,E,SGF29 tudor-like domain,PF07039,161,293,299,Bos,mutus
L8ITZ1,72004,E,disorder_prediction,mobidb-lite,175,234,379,Bos,mutus
L8IVH1,72004,E,disorder_prediction,mobidb-lite,168,187,610,Bos,mutus
L8IZJ0,72004,E,RNA polymerase II Rpb4,PF03874,7,127,153,Bos,mutus
L8J4T3,72004,E,disorder_prediction,mobidb-lite,512,554,626,Bos,mutus
L8XZ24,246437,E,disorder_prediction,mobidb-lite,550,579,595,Tupaia,chinensis
L8Y8R5,246437,E,CD225/Dispanin family,PF04505,34,100,134,Tupaia,chinensis
L8Y9J0,246437,E,Peroxisome proliferator-activated receptor gamma coactivator-related protein 1 OS=Tupaia chinensis GN=TREES_T100016503 PE=4 SV=1,LowComplexity,1423,1445,1599,Tupaia,chinensis
L8YGR1,246437,E,GPCR family 3 C-terminal,PF00003,624,859,1069,Tupaia,chinensis
L9J9E4,246437,E,disorder_prediction,mobidb-lite,692,819,909,Tupaia,chinensis
L9JKV8,246437,E,Transferrin-like domain,PF00405,470,571,839,Tupaia,chinensis
L9KTF8,246437,E,Protein kinase domain,PF00069,24,95,351,Tupaia,chinensis
L9L1G7,246437,E,SH3 domain,PF14604,734,780,810,Tupaia,chinensis
